location,direction,ts,value
Chodov,Chodov centrum,2018-08-05,125.0
Chodov,ul. Türkova,2018-08-05,98.0
Celetná,Ovocný trh,2018-08-05,175.0
Celetná,Prašná brána,2018-08-05,191.0
Dukelských hrdinů,centrum,2018-08-05,185.0
Dukelských hrdinů,z centra,2018-08-05,160.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2018-08-05,0.0
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2018-08-05,6.0
Hlubočepská,centrum,2018-08-05,301.0
Hlubočepská,Hlubočepy,2018-08-05,277.0
Jeremenkova,Pankrác,2018-08-05,
Jeremenkova,Podolské nábřeží,2018-08-05,85.0
Nábřeží Kapitána Jaroše,Libeň,2018-08-05,180.0
Nábřeží Kapitána Jaroše,Malá Strana,2018-08-05,242.0
Letňany,z centra,2018-08-05,106.0
Letňany,centrum,2018-08-05,100.0
Radotín,Radotín,2018-08-05,
Radotín,Zbraslav,2018-08-05,
Nuselský most,centrum,2018-08-05,66.0
Nuselský most,ul. 5. května,2018-08-05,74.0
Střešovice,do centra,2018-08-05,31.0
Střešovice,z centra,2018-08-05,23.0
Pelléova,Jaselská,2018-08-05,31.0
Pelléova,Milady Horákové,2018-08-05,61.0
Podolské nábřeží - stezka,z centra (Braník),2018-08-05,514.0
Podolské nábřeží - stezka,do centra (Výtoň),2018-08-05,659.0
Podolské nábřeží - vozovka,z centra (Braník),2018-08-05,238.0
Podolské nábřeží - vozovka,do centra (Výtoň),2018-08-05,106.0
Podbabská,ul. Roztocká,2018-08-05,158.0
Podbabská,ul. Jugoslávkých partyzánů,2018-08-05,211.0
Povltavská, ul. Vodácká,2018-08-05,472.0
Povltavská,ZOO,2018-08-05,778.0
Rohanské nábřeží,do centra (náb. L. Svobody),2018-08-05,380.0
Rohanské nábřeží,z centra (Karlín),2018-08-05,348.0
Šeberov,Kunratice,2018-08-05,99.0
Šeberov,Šeberov,2018-08-05,92.0
Lahovičky (Strakonická),do centra (M. Chuchle),2018-08-05,9.0
Lahovičky (Strakonická),z centra (Radotín),2018-08-05,14.0
Krč (Sulická),Lhotka,2018-08-05,0.0
Krč (Sulická),Krč,2018-08-05,0.0
Císařský ostrov,do centra (Stromovka),2018-08-05,107.0
Císařský ostrov,z centra (Trója),2018-08-05,116.0
Stezka okolo Rokytky,O2 Aréna,2018-08-05,262.0
Stezka okolo Rokytky,ul. U Elektry,2018-08-05,327.0
Drážní stezka - Vítkov,Hrdlořezy,2018-08-05,107.0
Drážní stezka - Vítkov,Seifertova,2018-08-05,118.0
Modřany,z centra,2018-08-05,880.0
Modřany,centrum,2018-08-05,818.0
Vršovická,Strašnice,2018-08-05,135.0
Vršovická,Nusle,2018-08-05,157.0
Košíře,centrum,2018-08-05,73.0
Barrandovský most,Barrandovský most,2018-08-06,623.0
Barrandovský most,Zlíchov,2018-08-06,748.0
Chodov,Chodov centrum,2018-08-06,177.0
Chodov,ul. Türkova,2018-08-06,94.0
Celetná,Ovocný trh,2018-08-06,265.0
Celetná,Prašná brána,2018-08-06,343.0
Dukelských hrdinů,centrum,2018-08-06,308.0
Dukelských hrdinů,z centra,2018-08-06,338.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2018-08-06,1036.0
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2018-08-06,223.0
Hlubočepská,centrum,2018-08-06,524.0
Hlubočepská,Hlubočepy,2018-08-06,429.0
Jeremenkova,Pankrác,2018-08-06,
Jeremenkova,Podolské nábřeží,2018-08-06,164.0
Nábřeží Kapitána Jaroše,Libeň,2018-08-06,369.0
Nábřeží Kapitána Jaroše,Malá Strana,2018-08-06,520.0
Letňany,z centra,2018-08-06,182.0
Letňany,centrum,2018-08-06,180.0
Radotín,Radotín,2018-08-06,
Radotín,Zbraslav,2018-08-06,
Nuselský most,centrum,2018-08-06,187.0
Nuselský most,ul. 5. května,2018-08-06,165.0
Střešovice,do centra,2018-08-06,63.0
Střešovice,z centra,2018-08-06,46.0
Pelléova,Jaselská,2018-08-06,103.0
Pelléova,Milady Horákové,2018-08-06,119.0
Podolské nábřeží - stezka,z centra (Braník),2018-08-06,670.0
Podolské nábřeží - stezka,do centra (Výtoň),2018-08-06,1037.0
Podolské nábřeží - vozovka,z centra (Braník),2018-08-06,673.0
Podolské nábřeží - vozovka,do centra (Výtoň),2018-08-06,230.0
Podbabská,ul. Roztocká,2018-08-06,233.0
Podbabská,ul. Jugoslávkých partyzánů,2018-08-06,277.0
Povltavská, ul. Vodácká,2018-08-06,448.0
Povltavská,ZOO,2018-08-06,872.0
Rohanské nábřeží,do centra (náb. L. Svobody),2018-08-06,805.0
Rohanské nábřeží,z centra (Karlín),2018-08-06,724.0
Šeberov,Kunratice,2018-08-06,83.0
Šeberov,Šeberov,2018-08-06,96.0
Lahovičky (Strakonická),do centra (M. Chuchle),2018-08-06,72.0
Lahovičky (Strakonická),z centra (Radotín),2018-08-06,31.0
Krč (Sulická),Lhotka,2018-08-06,0.0
Krč (Sulická),Krč,2018-08-06,0.0
Císařský ostrov,do centra (Stromovka),2018-08-06,312.0
Císařský ostrov,z centra (Trója),2018-08-06,469.0
Stezka okolo Rokytky,O2 Aréna,2018-08-06,391.0
Stezka okolo Rokytky,ul. U Elektry,2018-08-06,520.0
Drážní stezka - Vítkov,Hrdlořezy,2018-08-06,198.0
Drážní stezka - Vítkov,Seifertova,2018-08-06,177.0
Modřany,z centra,2018-08-06,986.0
Modřany,centrum,2018-08-06,748.0
Vršovická,Strašnice,2018-08-06,255.0
Vršovická,Nusle,2018-08-06,271.0
Košíře,centrum,2018-08-06,208.0
Barrandovský most,Barrandovský most,2018-08-07,694.0
Barrandovský most,Zlíchov,2018-08-07,771.0
Chodov,Chodov centrum,2018-08-07,116.0
Chodov,ul. Türkova,2018-08-07,46.0
Celetná,Ovocný trh,2018-08-07,284.0
Celetná,Prašná brána,2018-08-07,360.0
Dukelských hrdinů,centrum,2018-08-07,282.0
Dukelských hrdinů,z centra,2018-08-07,333.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2018-08-07,605.0
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2018-08-07,245.0
Hlubočepská,centrum,2018-08-07,427.0
Hlubočepská,Hlubočepy,2018-08-07,337.0
Jeremenkova,Pankrác,2018-08-07,3.0
Jeremenkova,Podolské nábřeží,2018-08-07,178.0
Nábřeží Kapitána Jaroše,Libeň,2018-08-07,345.0
Nábřeží Kapitána Jaroše,Malá Strana,2018-08-07,473.0
Letňany,z centra,2018-08-07,178.0
Letňany,centrum,2018-08-07,212.0
Radotín,Radotín,2018-08-07,
Radotín,Zbraslav,2018-08-07,
Nuselský most,centrum,2018-08-07,211.0
Nuselský most,ul. 5. května,2018-08-07,186.0
Střešovice,do centra,2018-08-07,52.0
Střešovice,z centra,2018-08-07,57.0
Pelléova,Jaselská,2018-08-07,109.0
Pelléova,Milady Horákové,2018-08-07,152.0
Podolské nábřeží - stezka,z centra (Braník),2018-08-07,661.0
Podolské nábřeží - stezka,do centra (Výtoň),2018-08-07,1074.0
Podolské nábřeží - vozovka,z centra (Braník),2018-08-07,869.0
Podolské nábřeží - vozovka,do centra (Výtoň),2018-08-07,225.0
Podbabská,ul. Roztocká,2018-08-07,279.0
Podbabská,ul. Jugoslávkých partyzánů,2018-08-07,315.0
Povltavská, ul. Vodácká,2018-08-07,446.0
Povltavská,ZOO,2018-08-07,776.0
Rohanské nábřeží,do centra (náb. L. Svobody),2018-08-07,862.0
Rohanské nábřeží,z centra (Karlín),2018-08-07,776.0
Šeberov,Kunratice,2018-08-07,85.0
Šeberov,Šeberov,2018-08-07,98.0
Lahovičky (Strakonická),do centra (M. Chuchle),2018-08-07,76.0
Lahovičky (Strakonická),z centra (Radotín),2018-08-07,45.0
Krč (Sulická),Lhotka,2018-08-07,0.0
Krč (Sulická),Krč,2018-08-07,0.0
Císařský ostrov,do centra (Stromovka),2018-08-07,388.0
Císařský ostrov,z centra (Trója),2018-08-07,449.0
Stezka okolo Rokytky,O2 Aréna,2018-08-07,216.0
Stezka okolo Rokytky,ul. U Elektry,2018-08-07,164.0
Drážní stezka - Vítkov,Hrdlořezy,2018-08-07,222.0
Drážní stezka - Vítkov,Seifertova,2018-08-07,211.0
Modřany,z centra,2018-08-07,995.0
Modřany,centrum,2018-08-07,722.0
Vršovická,Strašnice,2018-08-07,281.0
Vršovická,Nusle,2018-08-07,309.0
Košíře,centrum,2018-08-07,198.0
Barrandovský most,Barrandovský most,2018-08-08,589.0
Barrandovský most,Zlíchov,2018-08-08,647.0
Chodov,Chodov centrum,2018-08-08,165.0
Chodov,ul. Türkova,2018-08-08,95.0
Celetná,Ovocný trh,2018-08-08,244.0
Celetná,Prašná brána,2018-08-08,287.0
Dukelských hrdinů,centrum,2018-08-08,299.0
Dukelských hrdinů,z centra,2018-08-08,306.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2018-08-08,380.0
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2018-08-08,273.0
Hlubočepská,centrum,2018-08-08,366.0
Hlubočepská,Hlubočepy,2018-08-08,259.0
Jeremenkova,Pankrác,2018-08-08,2.0
Jeremenkova,Podolské nábřeží,2018-08-08,155.0
Nábřeží Kapitána Jaroše,Libeň,2018-08-08,332.0
Nábřeží Kapitána Jaroše,Malá Strana,2018-08-08,388.0
Letňany,z centra,2018-08-08,129.0
Letňany,centrum,2018-08-08,150.0
Radotín,Radotín,2018-08-08,
Radotín,Zbraslav,2018-08-08,
Nuselský most,centrum,2018-08-08,194.0
Nuselský most,ul. 5. května,2018-08-08,157.0
Střešovice,do centra,2018-08-08,71.0
Střešovice,z centra,2018-08-08,44.0
Pelléova,Jaselská,2018-08-08,94.0
Pelléova,Milady Horákové,2018-08-08,113.0
Podolské nábřeží - stezka,z centra (Braník),2018-08-08,530.0
Podolské nábřeží - stezka,do centra (Výtoň),2018-08-08,937.0
Podolské nábřeží - vozovka,z centra (Braník),2018-08-08,582.0
Podolské nábřeží - vozovka,do centra (Výtoň),2018-08-08,195.0
Podbabská,ul. Roztocká,2018-08-08,155.0
Podbabská,ul. Jugoslávkých partyzánů,2018-08-08,153.0
Povltavská, ul. Vodácká,2018-08-08,289.0
Povltavská,ZOO,2018-08-08,527.0
Rohanské nábřeží,do centra (náb. L. Svobody),2018-08-08,690.0
Rohanské nábřeží,z centra (Karlín),2018-08-08,716.0
Šeberov,Kunratice,2018-08-08,72.0
Šeberov,Šeberov,2018-08-08,58.0
Lahovičky (Strakonická),do centra (M. Chuchle),2018-08-08,73.0
Lahovičky (Strakonická),z centra (Radotín),2018-08-08,38.0
Krč (Sulická),Lhotka,2018-08-08,0.0
Krč (Sulická),Krč,2018-08-08,0.0
Císařský ostrov,do centra (Stromovka),2018-08-08,164.0
Císařský ostrov,z centra (Trója),2018-08-08,135.0
Stezka okolo Rokytky,O2 Aréna,2018-08-08,249.0
Stezka okolo Rokytky,ul. U Elektry,2018-08-08,218.0
Drážní stezka - Vítkov,Hrdlořezy,2018-08-08,127.0
Drážní stezka - Vítkov,Seifertova,2018-08-08,126.0
Modřany,z centra,2018-08-08,641.0
Modřany,centrum,2018-08-08,518.0
Vršovická,Strašnice,2018-08-08,258.0
Vršovická,Nusle,2018-08-08,232.0
Košíře,centrum,2018-08-08,199.0
Barrandovský most,Barrandovský most,2018-08-09,577.0
Barrandovský most,Zlíchov,2018-08-09,663.0
Chodov,Chodov centrum,2018-08-09,122.0
Chodov,ul. Türkova,2018-08-09,36.0
Celetná,Ovocný trh,2018-08-09,278.0
Celetná,Prašná brána,2018-08-09,421.0
Dukelských hrdinů,centrum,2018-08-09,255.0
Dukelských hrdinů,z centra,2018-08-09,278.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2018-08-09,533.0
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2018-08-09,201.0
Hlubočepská,centrum,2018-08-09,359.0
Hlubočepská,Hlubočepy,2018-08-09,275.0
Jeremenkova,Pankrác,2018-08-09,
Jeremenkova,Podolské nábřeží,2018-08-09,164.0
Nábřeží Kapitána Jaroše,Libeň,2018-08-09,422.0
Nábřeží Kapitána Jaroše,Malá Strana,2018-08-09,494.0
Letňany,z centra,2018-08-09,143.0
Letňany,centrum,2018-08-09,172.0
Radotín,Radotín,2018-08-09,
Radotín,Zbraslav,2018-08-09,
Nuselský most,centrum,2018-08-09,180.0
Nuselský most,ul. 5. května,2018-08-09,153.0
Střešovice,do centra,2018-08-09,56.0
Střešovice,z centra,2018-08-09,46.0
Pelléova,Jaselská,2018-08-09,87.0
Pelléova,Milady Horákové,2018-08-09,130.0
Podolské nábřeží - stezka,z centra (Braník),2018-08-09,613.0
Podolské nábřeží - stezka,do centra (Výtoň),2018-08-09,974.0
Podolské nábřeží - vozovka,z centra (Braník),2018-08-09,643.0
Podolské nábřeží - vozovka,do centra (Výtoň),2018-08-09,194.0
Podbabská,ul. Roztocká,2018-08-09,218.0
Podbabská,ul. Jugoslávkých partyzánů,2018-08-09,225.0
Povltavská, ul. Vodácká,2018-08-09,395.0
Povltavská,ZOO,2018-08-09,668.0
Rohanské nábřeží,do centra (náb. L. Svobody),2018-08-09,729.0
Rohanské nábřeží,z centra (Karlín),2018-08-09,680.0
Šeberov,Kunratice,2018-08-09,90.0
Šeberov,Šeberov,2018-08-09,76.0
Lahovičky (Strakonická),do centra (M. Chuchle),2018-08-09,71.0
Lahovičky (Strakonická),z centra (Radotín),2018-08-09,32.0
Krč (Sulická),Lhotka,2018-08-09,0.0
Krč (Sulická),Krč,2018-08-09,0.0
Císařský ostrov,do centra (Stromovka),2018-08-09,285.0
Císařský ostrov,z centra (Trója),2018-08-09,351.0
Stezka okolo Rokytky,O2 Aréna,2018-08-09,178.0
Stezka okolo Rokytky,ul. U Elektry,2018-08-09,136.0
Drážní stezka - Vítkov,Hrdlořezy,2018-08-09,162.0
Drážní stezka - Vítkov,Seifertova,2018-08-09,168.0
Modřany,z centra,2018-08-09,806.0
Modřany,centrum,2018-08-09,562.0
Vršovická,Strašnice,2018-08-09,232.0
Vršovická,Nusle,2018-08-09,234.0
Košíře,centrum,2018-08-09,200.0
Barrandovský most,Barrandovský most,2018-08-10,294.0
Barrandovský most,Zlíchov,2018-08-10,324.0
Chodov,Chodov centrum,2018-08-10,78.0
Chodov,ul. Türkova,2018-08-10,71.0
Celetná,Ovocný trh,2018-08-10,249.0
Celetná,Prašná brána,2018-08-10,264.0
Dukelských hrdinů,centrum,2018-08-10,229.0
Dukelských hrdinů,z centra,2018-08-10,206.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2018-08-10,69.0
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2018-08-10,62.0
Hlubočepská,centrum,2018-08-10,127.0
Hlubočepská,Hlubočepy,2018-08-10,80.0
Jeremenkova,Pankrác,2018-08-10,
Jeremenkova,Podolské nábřeží,2018-08-10,78.0
Nábřeží Kapitána Jaroše,Libeň,2018-08-10,232.0
Nábřeží Kapitána Jaroše,Malá Strana,2018-08-10,293.0
Letňany,z centra,2018-08-10,81.0
Letňany,centrum,2018-08-10,96.0
Radotín,Radotín,2018-08-10,
Radotín,Zbraslav,2018-08-10,
Nuselský most,centrum,2018-08-10,129.0
Nuselský most,ul. 5. května,2018-08-10,111.0
Střešovice,do centra,2018-08-10,34.0
Střešovice,z centra,2018-08-10,29.0
Pelléova,Jaselská,2018-08-10,66.0
Pelléova,Milady Horákové,2018-08-10,80.0
Podolské nábřeží - stezka,z centra (Braník),2018-08-10,345.0
Podolské nábřeží - stezka,do centra (Výtoň),2018-08-10,496.0
Podolské nábřeží - vozovka,z centra (Braník),2018-08-10,327.0
Podolské nábřeží - vozovka,do centra (Výtoň),2018-08-10,110.0
Podbabská,ul. Roztocká,2018-08-10,140.0
Podbabská,ul. Jugoslávkých partyzánů,2018-08-10,128.0
Povltavská, ul. Vodácká,2018-08-10,193.0
Povltavská,ZOO,2018-08-10,291.0
Rohanské nábřeží,do centra (náb. L. Svobody),2018-08-10,494.0
Rohanské nábřeží,z centra (Karlín),2018-08-10,360.0
Šeberov,Kunratice,2018-08-10,49.0
Šeberov,Šeberov,2018-08-10,50.0
Lahovičky (Strakonická),do centra (M. Chuchle),2018-08-10,22.0
Lahovičky (Strakonická),z centra (Radotín),2018-08-10,7.0
Krč (Sulická),Lhotka,2018-08-10,0.0
Krč (Sulická),Krč,2018-08-10,0.0
Císařský ostrov,do centra (Stromovka),2018-08-10,118.0
Císařský ostrov,z centra (Trója),2018-08-10,144.0
Stezka okolo Rokytky,O2 Aréna,2018-08-10,186.0
Stezka okolo Rokytky,ul. U Elektry,2018-08-10,215.0
Drážní stezka - Vítkov,Hrdlořezy,2018-08-10,104.0
Drážní stezka - Vítkov,Seifertova,2018-08-10,75.0
Modřany,z centra,2018-08-10,286.0
Modřany,centrum,2018-08-10,226.0
Vršovická,Strašnice,2018-08-10,166.0
Vršovická,Nusle,2018-08-10,160.0
Košíře,centrum,2018-08-10,132.0
Barrandovský most,Barrandovský most,2018-08-11,449.0
Barrandovský most,Zlíchov,2018-08-11,682.0
Chodov,Chodov centrum,2018-08-11,84.0
Chodov,ul. Türkova,2018-08-11,87.0
Celetná,Ovocný trh,2018-08-11,168.0
Celetná,Prašná brána,2018-08-11,217.0
Dukelských hrdinů,centrum,2018-08-11,231.0
Dukelských hrdinů,z centra,2018-08-11,215.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2018-08-11,1248.0
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2018-08-11,141.0
Hlubočepská,centrum,2018-08-11,359.0
Hlubočepská,Hlubočepy,2018-08-11,269.0
Jeremenkova,Pankrác,2018-08-11,1.0
Jeremenkova,Podolské nábřeží,2018-08-11,99.0
Nábřeží Kapitána Jaroše,Libeň,2018-08-11,265.0
Nábřeží Kapitána Jaroše,Malá Strana,2018-08-11,304.0
Letňany,z centra,2018-08-11,170.0
Letňany,centrum,2018-08-11,180.0
Radotín,Radotín,2018-08-11,
Radotín,Zbraslav,2018-08-11,
Nuselský most,centrum,2018-08-11,84.0
Nuselský most,ul. 5. května,2018-08-11,63.0
Střešovice,do centra,2018-08-11,29.0
Střešovice,z centra,2018-08-11,25.0
Pelléova,Jaselská,2018-08-11,50.0
Pelléova,Milady Horákové,2018-08-11,69.0
Podolské nábřeží - stezka,z centra (Braník),2018-08-11,664.0
Podolské nábřeží - stezka,do centra (Výtoň),2018-08-11,906.0
Podolské nábřeží - vozovka,z centra (Braník),2018-08-11,360.0
Podolské nábřeží - vozovka,do centra (Výtoň),2018-08-11,113.0
Podbabská,ul. Roztocká,2018-08-11,231.0
Podbabská,ul. Jugoslávkých partyzánů,2018-08-11,316.0
Povltavská, ul. Vodácká,2018-08-11,641.0
Povltavská,ZOO,2018-08-11,969.0
Rohanské nábřeží,do centra (náb. L. Svobody),2018-08-11,411.0
Rohanské nábřeží,z centra (Karlín),2018-08-11,391.0
Šeberov,Kunratice,2018-08-11,147.0
Šeberov,Šeberov,2018-08-11,146.0
Lahovičky (Strakonická),do centra (M. Chuchle),2018-08-11,11.0
Lahovičky (Strakonická),z centra (Radotín),2018-08-11,11.0
Krč (Sulická),Lhotka,2018-08-11,0.0
Krč (Sulická),Krč,2018-08-11,0.0
Císařský ostrov,do centra (Stromovka),2018-08-11,160.0
Císařský ostrov,z centra (Trója),2018-08-11,152.0
Stezka okolo Rokytky,O2 Aréna,2018-08-11,360.0
Stezka okolo Rokytky,ul. U Elektry,2018-08-11,451.0
Drážní stezka - Vítkov,Hrdlořezy,2018-08-11,156.0
Drážní stezka - Vítkov,Seifertova,2018-08-11,167.0
Modřany,z centra,2018-08-11,1280.0
Modřany,centrum,2018-08-11,1079.0
Vršovická,Strašnice,2018-08-11,174.0
Vršovická,Nusle,2018-08-11,175.0
Košíře,centrum,2018-08-11,98.0
Barrandovský most,Barrandovský most,2018-08-12,557.0
Barrandovský most,Zlíchov,2018-08-12,702.0
Chodov,Chodov centrum,2018-08-12,69.0
Chodov,ul. Türkova,2018-08-12,73.0
Celetná,Ovocný trh,2018-08-12,148.0
Celetná,Prašná brána,2018-08-12,225.0
Dukelských hrdinů,centrum,2018-08-12,210.0
Dukelských hrdinů,z centra,2018-08-12,213.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2018-08-12,644.0
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2018-08-12,212.0
Hlubočepská,centrum,2018-08-12,353.0
Hlubočepská,Hlubočepy,2018-08-12,226.0
Jeremenkova,Pankrác,2018-08-12,
Jeremenkova,Podolské nábřeží,2018-08-12,115.0
Nábřeží Kapitána Jaroše,Libeň,2018-08-12,256.0
Nábřeží Kapitána Jaroše,Malá Strana,2018-08-12,256.0
Letňany,z centra,2018-08-12,206.0
Letňany,centrum,2018-08-12,178.0
Radotín,Radotín,2018-08-12,
Radotín,Zbraslav,2018-08-12,
Nuselský most,centrum,2018-08-12,79.0
Nuselský most,ul. 5. května,2018-08-12,84.0
Střešovice,do centra,2018-08-12,41.0
Střešovice,z centra,2018-08-12,28.0
Pelléova,Jaselská,2018-08-12,53.0
Pelléova,Milady Horákové,2018-08-12,90.0
Podolské nábřeží - stezka,z centra (Braník),2018-08-12,653.0
Podolské nábřeží - stezka,do centra (Výtoň),2018-08-12,883.0
Podolské nábřeží - vozovka,z centra (Braník),2018-08-12,417.0
Podolské nábřeží - vozovka,do centra (Výtoň),2018-08-12,121.0
Podbabská,ul. Roztocká,2018-08-12,271.0
Podbabská,ul. Jugoslávkých partyzánů,2018-08-12,337.0
Povltavská, ul. Vodácká,2018-08-12,788.0
Povltavská,ZOO,2018-08-12,1098.0
Rohanské nábřeží,do centra (náb. L. Svobody),2018-08-12,412.0
Rohanské nábřeží,z centra (Karlín),2018-08-12,425.0
Šeberov,Kunratice,2018-08-12,162.0
Šeberov,Šeberov,2018-08-12,168.0
Lahovičky (Strakonická),do centra (M. Chuchle),2018-08-12,16.0
Lahovičky (Strakonická),z centra (Radotín),2018-08-12,18.0
Krč (Sulická),Lhotka,2018-08-12,0.0
Krč (Sulická),Krč,2018-08-12,0.0
Císařský ostrov,do centra (Stromovka),2018-08-12,131.0
Císařský ostrov,z centra (Trója),2018-08-12,312.0
Stezka okolo Rokytky,O2 Aréna,2018-08-12,384.0
Stezka okolo Rokytky,ul. U Elektry,2018-08-12,549.0
Drážní stezka - Vítkov,Hrdlořezy,2018-08-12,190.0
Drážní stezka - Vítkov,Seifertova,2018-08-12,182.0
Modřany,z centra,2018-08-12,1381.0
Modřany,centrum,2018-08-12,1109.0
Vršovická,Strašnice,2018-08-12,217.0
Vršovická,Nusle,2018-08-12,230.0
Košíře,centrum,2018-08-12,122.0
Barrandovský most,Barrandovský most,2018-08-13,478.0
Barrandovský most,Zlíchov,2018-08-13,535.0
Chodov,Chodov centrum,2018-08-13,145.0
Chodov,ul. Türkova,2018-08-13,82.0
Celetná,Ovocný trh,2018-08-13,198.0
Celetná,Prašná brána,2018-08-13,214.0
Dukelských hrdinů,centrum,2018-08-13,275.0
Dukelských hrdinů,z centra,2018-08-13,295.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2018-08-13,552.0
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2018-08-13,151.0
Hlubočepská,centrum,2018-08-13,259.0
Hlubočepská,Hlubočepy,2018-08-13,156.0
Jeremenkova,Pankrác,2018-08-13,
Jeremenkova,Podolské nábřeží,2018-08-13,153.0
